comment_text,sentiment,emotion
Love the premium feel of this HP TV,Positive,love
Battery backup in this Sony TV is excellent,Positive,joy
Scared about overheating problem in this LG mobile,Negative,fear
Display clarity of this Lenovo laptop is fantastic camera performance sema,Positive,joy
This Redmi TV is my favorite device now camera performance sema,Positive,love
Concerned about durability of this OnePlus TV design super ah iruku not satisfied with this device,Negative,fear
biggest piece of shit for this price point ! that monkey ass chip can't handle the ui smoothly for long term usage..,Positive,joy
Very poor build quality from Apple mobile,Negative,anger
I feel sad about the camera performance of this HP mobile long term use la problem varuma nu bayam,Negative,sad
Build quality feels cheap in this Redmi mobile,Negative,sad
"for me the biggest surprise was that there is finally base model what is 512 gb, not only 256 gb. i have couple of years old mba and that 256 gb what i bought somehow just feels so limited and absurd nowadays. like c'mon, any software you install it immediately takes huge amounts of space (logic pro x + some plugins), then if you want to use it on anything with photos and/or videos and/or music production the disk space is almost full very quickly. it just feels insane how long we have had this 256 gb as a base model when even cellphones have so much space on base models. and yeah of course, it is my own fault that i was naive to buy 256 gb model thinking it is good enough. well, it has been good enough because i have not used it that much :d if there would be more space internally i probably might use it more for lightroom classic and so on, but now i always go for windows pc and use mac only on very light usage.",Positive,joy
"bro,, samsung ippo worst,,samsung galaxy a26 over heating and battery drain problem iruku.. build quality konjam improve panna nalla irukum",Negative,anger
they seriously don't include the magsafe power cable? i hate eu regulations.,Negative,anger
Risky purchase decision choosing this HP TV konjam disappointed,Negative,fear
This HP mobile is my favorite device now,Positive,love
Worst experience with this Redmi laptop very disappointed,Negative,anger
This Redmi mobile is my favorite device now,Positive,love
Build quality feels cheap in this HP laptop,Negative,sad
Battery drains fast in this OnePlus mobile waste of money,Negative,anger
Build quality feels cheap in this Samsung TV build quality konjam improve panna nalla irukum,Negative,sad
Totally in love with this Apple TV display totally worth the price,Positive,love
Battery backup in this Samsung mobile is excellent,Positive,joy
Battery drains fast in this HP TV waste of money,Negative,anger
Scared about overheating problem in this Lenovo laptop,Negative,fear
I feel sad about the camera performance of this Lenovo mobile long term use la problem varuma nu bayam seriously impressed,Negative,sad
This HP laptop is my favorite device now,Positive,love
Expected more from this Redmi TV but disappointed totally worth the price,Negative,sad
Very poor build quality from Samsung TV,Negative,anger
review nice bro 👍 but intha pricing vera neraiya options iruku,Positive,joy
Totally in love with this Lenovo TV display,Positive,love
I feel sad about the camera performance of this LG laptop long term use la problem varuma nu bayam romba happy with this,Negative,sad
Concerned about durability of this LG mobile design super ah iruku,Negative,fear
Not sure if this LG laptop will last long romba happy with this,Negative,fear
Concerned about durability of this Sony TV totally worth the price,Negative,fear
all samsung update super but still no new battery technology is disappointed seriously impressed,Neutral,sad
Highly satisfied and love using this Redmi laptop not satisfied with this device,Positive,love
This OnePlus mobile exceeded my expectations,Positive,joy
Build quality feels cheap in this Dell TV long term use la problem varuma nu bayam,Negative,sad
Expected more from this Dell TV but disappointed,Negative,sad
Concerned about durability of this Lenovo TV,Negative,fear
show the settings for the game benchmarks otherwise this video is useless. not satisfied with this device konjam disappointed,Negative,anger
I feel sad about the camera performance of this Dell laptop,Negative,sad
Sound quality of this OnePlus laptop is not good,Negative,sad
This LG TV performance is terrible seriously impressed,Negative,anger
Concerned about durability of this Apple TV,Negative,fear
Concerned about durability of this Apple laptop not satisfied with this device long term use la problem varuma nu bayam seriously impressed design super ah iruku romba happy with this,Negative,fear
Risky purchase decision choosing this Apple laptop konjam disappointed totally worth the price romba happy with this,Negative,fear
"just got m4 15 inch one, battery is draining too fast, it has been 2 days, will it get any better?",Positive,joy
Not sure if this HP mobile will last long,Negative,fear
"leaks me p4 power ke design aur colour variants ka look kaafi attractive lag raha hai, redmi note 15 pro se zyada stylish battery backup romba nalla iruku",Negative,anger
I am worried about long term performance of this Apple TV,Negative,fear
Risky purchase decision choosing this Lenovo laptop konjam disappointed seriously impressed camera performance sema,Negative,fear
worth mentioning that the new eu rule does not require the manufacturer to remove the charger from the box - that is apple's choice. the updated regulations do not force the manufacturer to sell the charger separately. specifically it's the part of directive (eu) 2022/2380 coming into effect in spring 2026 that relates to usb c support for laptops.,Positive,joy
Heating issue in this Lenovo laptop makes me angry,Negative,anger
Scared about overheating problem in this Lenovo mobile romba happy with this,Negative,fear
Scared about overheating problem in this Lenovo laptop battery backup romba nalla iruku,Negative,fear
I am worried about long term performance of this Lenovo mobile build quality konjam improve panna nalla irukum,Negative,fear
Love the premium feel of this Sony mobile design super ah iruku romba happy with this build quality konjam improve panna nalla irukum,Positive,love
Heating issue in this Apple TV makes me angry totally worth the price,Negative,anger
Battery drains fast in this Apple mobile waste of money romba happy with this,Negative,anger
Highly satisfied and love using this Redmi laptop,Positive,love
I am really happy with this Redmi laptop camera quality,Positive,joy
Scared about overheating problem in this Sony mobile long term use la problem varuma nu bayam,Negative,fear
"for sofware developer. compiling in android studio, xcode, running local llm. very nice.",Positive,joy
Totally in love with this Sony TV display,Positive,love
Love the premium feel of this Samsung laptop seriously impressed,Positive,love
"i bought my 2025 m4 macbook air a few months ago (an upgrade from my 2018 macbook pro), and i love it - i got discounts from best buy for the purchase. base model, but it works perfect for my needs and it never gets hot. it's awesome! konjam disappointed",Positive,joy
"something nobody talks about and they really should in reviews is not just brightness, but color depth, no matter how well calibrated an oled panel is or how bright it gets, if it is 8 bit it definitely looks worse than a 10 bit or 10 bit + frc panel (10+2), i am using an a56 and i came from a redmi note 13 pro 5g and the screen is honestly much worse, no matter which color mode i set it to it is simply inferior, colors look more washed out and it looks worse overall, the system is excellent but it is way less enjoyable, xiaomi does not only offer good processors, it offers excellent displays, there are almost no other brands at these prices selling 10 bit + frc panels, they are completely worth it, this is not just an extra, it is something you are looking at all the time, it used to be a feature exclusive to the high end, now that 120hz is standard they should focus more on highlighting color depth, pwm, dc dimming, and not just hdr brightness which is mostly marketing, the more important thing is hbm because if it is high enough it looks good under the sun and it usually also indicates that sdr performance is good too",Positive,joy
samsung galaxy f56 good or bad?,Neutral,joy
I feel sad about the camera performance of this Lenovo mobile seriously impressed,Negative,sad
Risky purchase decision choosing this Redmi laptop,Negative,fear
Concerned about durability of this Apple laptop not satisfied with this device long term use la problem varuma nu bayam seriously impressed,Negative,fear
Sound quality of this Sony TV is not good not satisfied with this device,Negative,sad
I am worried about long term performance of this Lenovo TV,Negative,fear
Heating issue in this OnePlus laptop makes me angry konjam disappointed,Negative,anger
Not sure if this Dell laptop will last long romba happy with this,Negative,fear
age looks very good on you buddy.,Positive,joy
Scared about overheating problem in this OnePlus TV seriously impressed,Negative,fear
Build quality feels cheap in this Samsung TV,Negative,sad
"bro,, samsung ippo worst,,samsung galaxy a26 over heating and battery drain problem iruku..",Negative,anger
Heating issue in this Redmi laptop makes me angry konjam disappointed seriously impressed,Negative,anger
bwesit mga blogger ngayon wag nyo ipapahype mga cellphone na yan..nanaka disappoint talaga,Negative,anger
Not sure if this Apple mobile will last long konjam disappointed romba happy with this,Negative,fear
Very poor build quality from LG mobile,Negative,anger
Love the premium feel of this Dell TV,Positive,love
Heating issue in this Redmi laptop makes me angry konjam disappointed seriously impressed,Negative,anger
Worst experience with this Samsung mobile very disappointed,Negative,anger
the macbook needs to incorporate esim capability - as a perfect travel companion. but it may clash with ipad sales - i guess.,Positive,joy
Battery drains fast in this OnePlus mobile waste of money totally worth the price,Negative,anger
Sound quality of this Redmi mobile is not good,Negative,sad
Build quality feels cheap in this Lenovo mobile romba happy with this,Negative,sad
This OnePlus laptop is my favorite device now seriously impressed,Positive,love
This HP laptop performance is terrible battery backup romba nalla iruku,Negative,anger
This Redmi laptop is my favorite device now totally worth the price,Positive,love
Battery backup in this Sony mobile is excellent,Positive,joy
Sound quality of this Dell laptop is not good,Negative,sad
love eu regulations and trump tariffs. they will clearly save the world. from happiness,Positive,love
Risky purchase decision choosing this LG TV,Negative,fear
This Samsung laptop is my favorite device now,Positive,love
This Samsung laptop exceeded my expectations,Positive,joy
Battery drains fast in this Samsung mobile waste of money not satisfied with this device,Negative,anger
"man, the air series of apple products always ends up being a great value.",Positive,joy
Scared about overheating problem in this Redmi mobile,Negative,fear
This Sony TV performance is terrible,Negative,anger
Sound quality of this OnePlus TV is not good design super ah iruku konjam disappointed camera performance sema,Negative,sad
This Dell TV did not meet my expectations,Negative,sad
"i still have my macbook air m1 16gb, and it runs smoothly as possible after 5 years. apple’s arm chips are a revolution.🎉",Positive,joy
Love the premium feel of this Lenovo mobile,Positive,love
good updates than ana athukun 1.75 lakh konjam over than ya😂 at least 1.4 or 1.5 ana crt irukum😅,Positive,joy
Expected more from this Redmi laptop but disappointed camera performance sema,Negative,sad
Not sure if this Apple mobile will last long,Negative,fear
Build quality feels cheap in this OnePlus mobile,Negative,sad
Very poor build quality from LG laptop battery backup romba nalla iruku seriously impressed,Negative,anger
which one good to buy a36 or a56?,Positive,joy
would a air with 24 ram be good enough for a podcast with the hope of one day doing video podcast,Positive,joy
This Lenovo mobile did not meet my expectations,Negative,sad
im using s24 fe .. bought 1 month before.. best phone all rounder ..,Positive,joy
"to be honest, there isn't much difference from the macbook pro m4. the fact that only the processor has changed doesn't really make a difference. the m5 pro base model should have started with at least a 12-19 core cpu, 1tb ssd, wi-fi 7, 160hz refresh rate and 32gb ram. there's no point in upgrading from the m2, m3 or m4 at this point. however, macbook air has significant overheating and throttling issues. romba happy with this",Negative,anger
Totally in love with this Dell TV display,Positive,love
Very poor build quality from LG laptop battery backup romba nalla iruku romba happy with this camera performance sema romba happy with this,Negative,anger
Totally in love with this LG TV display seriously impressed,Positive,love
Risky purchase decision choosing this Dell mobile,Negative,fear
This LG laptop performance is terrible,Negative,anger
"if that was only true that the charger was available in south africa, which is also only an optional extra. because i am was an asus user, okay it is running in the background, and new to the macbook arena, i decided on a sky blue 13"" macbook air m4, which i got for a christmas present. binge watching and checking if the present i bought my sister for her birthday / christmas / work present was the macbook pro m4 14"" because her old intel macbook pro didn't have the magsafe. i'm finding that i type fast and was literally no adjustment to the typing, but the shortcuts which was my favorite on windows products, but this will be a learning curve, and a challenge to learn it as fast as possible, before i start studying computer science. and don't tell me, being older makes this a problem, i love a challenge and would strive and thrive to better than the children, as life experiences has taught me studying anything, you should want to prove something to yourself and want to learn that field for your betterment. luckily i'm not technologically stinted. the question would be, what will i struggle with on the base m4 air. build quality konjam improve panna nalla irukum build quality konjam improve panna nalla irukum build quality konjam improve panna nalla irukum",Positive,love
I feel sad about the camera performance of this LG mobile not satisfied with this device,Negative,sad
This Apple mobile performance is terrible not satisfied with this device romba happy with this,Negative,anger
don't buy samsung heating 😢,Negative,anger
This OnePlus laptop is my favorite device now design super ah iruku,Positive,love
"they went full apple slowly but surely. no headphone jack, no msd support. watching from my note 12 turbo.",Negative,anger
Battery drains fast in this OnePlus TV waste of money,Negative,anger
guys indha price ku easy ah oneplus 12r vangitu pogalam 😏 worth every penny unlike a36,Positive,joy
"i have m1 pro max, tried the m5 and sent it back. deffo not worth it for me yet.",Positive,joy
Heating issue in this Sony laptop makes me angry,Negative,anger
"the answer is never the mba, it’s just a stripped down pro with all the decent bits that make a laptop good to use. the specs are too low for the price across the range. this is not a pro laptop, it should be just called a macbook, it should also come with 24g ram and 512gb of storage as a base option. the real mbps with m5 pro chips should come with 36g and 1tb as standard.",Positive,joy
i purchased the midnight 15 inch model. i love it! design super ah iruku,Positive,love
Totally in love with this OnePlus mobile display,Positive,love
I am worried about long term performance of this OnePlus TV seriously impressed totally worth the price,Negative,fear
i purchased the midnight 15 inch model. i love it! build quality konjam improve panna nalla irukum,Positive,love
worth getting the air m4 or wait for the m5 which is coming when…spring 2026?,Positive,joy
"new imac + a 13"" macbook air .. good for home or go. enough for most people, well i'd say the vast majority. i don't get the obsession with huge screens.. i've worked at home online for the past six years using an old 21"" imac from 2010, and a 13"" m1 macairand am just now to the point of looking at an ""upgrade"" and 24"" will be more than enough for me. if i want to watch movies, i have an oled tv on the wall for that. 13"" macair much better for traveling than 15"".",Positive,joy
Sound quality of this LG mobile is not good,Negative,sad
Display clarity of this Lenovo laptop is fantastic,Positive,joy
the design is like realme midrange very bad😢 long term use la problem varuma nu bayam,Negative,anger
I absolutely love this HP TV design seriously impressed,Positive,love
This Sony TV is my favorite device now,Positive,love
Scared about overheating problem in this Dell TV design super ah iruku battery backup romba nalla iruku,Negative,fear
Heating issue in this Sony mobile makes me angry camera performance sema,Negative,anger
Risky purchase decision choosing this Dell TV not satisfied with this device battery backup romba nalla iruku,Negative,fear
#supertt watching this video in redmi note 10 pro.. since 2021 🥲,Positive,joy
Totally in love with this HP laptop display konjam disappointed not satisfied with this device not satisfied with this device,Positive,love
Battery drains fast in this Apple TV waste of money,Negative,anger
Sound quality of this Apple laptop is not good totally worth the price totally worth the price build quality konjam improve panna nalla irukum,Negative,sad
Build quality feels cheap in this HP laptop battery backup romba nalla iruku,Negative,sad
Expected more from this Apple laptop but disappointed,Negative,sad
Display clarity of this LG mobile is fantastic,Positive,joy
I feel sad about the camera performance of this Dell TV,Negative,sad
"#supertt enna na, a and b aendha aendha mobile nu sollave illaye naa..!",Positive,joy
"not gonna lie, going back to an old 2015 13"" macbook i was super impressed by the ips even after using oleds for a while now.",Positive,joy
Apple laptop performance is amazing and super smooth,Positive,joy
Love the premium feel of this HP mobile,Positive,love
mbp m5 vs especially mbaa m4 means m5 mbp isn't good as enough as we expected.,Positive,joy
Love the premium feel of this Redmi TV design super ah iruku,Positive,love
Not sure if this OnePlus laptop will last long,Negative,fear
❤ cute boy. thx for this good looking host. very sxy voice too. 😊,Positive,joy
i still use the last intel based 13inch macbook pro :) it does start to get slow in certain scenarios and the battery life isn't that good anymore (expected after 5 years of use). i'll wait and see for the next macbook pro's witch are rumored to be oled's. the only thing that doesn't excite me about the oled's will be the price haha totally worth the price,Neutral,joy
Build quality feels cheap in this Sony TV,Negative,sad
Dell laptop performance is amazing and super smooth,Positive,joy
Apple TV performance is amazing and super smooth,Positive,joy
Worst experience with this HP TV very disappointed camera performance sema,Negative,anger
Concerned about durability of this Samsung TV,Negative,fear
Totally in love with this OnePlus mobile display konjam disappointed romba happy with this seriously impressed,Positive,love
Love the premium feel of this Apple laptop seriously impressed,Positive,love
Very poor build quality from Samsung laptop battery backup romba nalla iruku totally worth the price konjam disappointed battery backup romba nalla iruku,Negative,anger
"i bought a 16"" m1 pro in 2023 on a closeout deal (to replace an overheating 2018 i7) so it was already 2 years past its release date when i got it. here were are in 2025 and it's still flying along editing video and now my 60mp camera files without getting warm. the m series processors have been game-changing.",Negative,anger
I feel sad about the camera performance of this Lenovo mobile,Negative,sad
Risky purchase decision choosing this OnePlus mobile,Negative,fear
#supertt❤intha awara tholla thanga mudiyala anna 😂😂 3:29 super shot anna,Positive,joy
Concerned about durability of this Sony TV,Negative,fear
Scared about overheating problem in this Dell TV,Negative,fear
mr.palam adi vangum pothu konjam happy ah than feel aguthu😂😂❤❤ sorry mr.palam😢 #supertt,Positive,joy
Expected more from this Sony TV but disappointed long term use la problem varuma nu bayam camera performance sema camera performance sema battery backup romba nalla iruku totally worth the price,Negative,sad
This Lenovo laptop is my favorite device now,Positive,love
Battery drains fast in this LG TV waste of money seriously impressed design super ah iruku,Negative,anger
This Redmi mobile performance is terrible,Negative,anger
This Dell mobile did not meet my expectations camera performance sema,Negative,sad
Highly satisfied and love using this Dell TV,Positive,love
"itha pakamalae irrundhurkalam anna display old, camera cheating, single speaker keliyudhu, processor iyoo..nu irrkku. ya na ippadi long term use la problem varuma nu bayam totally worth the price",Negative,anger
I feel sad about the camera performance of this Samsung laptop,Negative,sad
battery waste. ella brand m 600 mah 700 mah nu poranga,Negative,sad
Love the premium feel of this Redmi TV konjam disappointed,Positive,love
Very poor build quality from Sony mobile camera performance sema,Negative,anger
"boring is good, showing it has reached its peak. long term use la problem varuma nu bayam",Positive,joy
#supertt #vaalga bro oppo reno 14 5g review video podunga bro long term use la problem varuma nu bayam,Positive,joy
Concerned about durability of this LG laptop not satisfied with this device,Negative,fear
need something worth by redmi. still with 10 pro.,Positive,joy
Battery drains fast in this LG mobile waste of money konjam disappointed,Negative,anger
don't buy samsung heating 😢 totally worth the price design super ah iruku,Negative,anger
Expected more from this Lenovo laptop but disappointed long term use la problem varuma nu bayam not satisfied with this device seriously impressed,Negative,sad
OnePlus laptop performance is amazing and super smooth,Positive,joy
This HP TV exceeded my expectations,Positive,joy
Love the premium feel of this Redmi laptop not satisfied with this device,Positive,love
Totally in love with this Redmi TV display build quality konjam improve panna nalla irukum totally worth the price,Positive,love
use panna naan soldren bro naane avasara pattu launch aana annaikke vaangiitten fingerprint lock slow ah irukku paakka look and usage kaaga mattum ithu ok bro 😢 vera performance nu ethir paatha charge laa thaaru maaraa koraiyuthu 😢 vivo la 300mah battery la high performance usage pannaale evening varaikkum last 10% varaikkum use panna mudiyuthu ithu normal usage ke evening varaikkum thaangala camera vum intha price ku kammi thaan 😢 intha price ku vivo oppo realme poco nu poiralaam ithula emi vera pottutten ithu epo mudiyum nu irukku vera phone ah vaanga 😢 daily itha paakka paaka vairu eriyuthu bro yaarum vaangiraathinga failure model maari irukku 🙏🙏 romba happy with this,Negative,anger
This Redmi mobile is my favorite device now battery backup romba nalla iruku not satisfied with this device,Positive,love
Sound quality of this Lenovo mobile is not good,Negative,sad
bro after 2 years aparam samsung lag aahum nu solraga neega enna sollirika,Negative,anger
i went from an m1 macbook air to the m5 macbook pro. i'm using davinci resolve a lot and i did see a difference with the ai functions. very happy overall long term use la problem varuma nu bayam,Neutral,joy
This Redmi TV is my favorite device now long term use la problem varuma nu bayam,Positive,love
This Sony TV exceeded my expectations,Positive,joy
Highly satisfied and love using this Samsung laptop romba happy with this build quality konjam improve panna nalla irukum battery backup romba nalla iruku build quality konjam improve panna nalla irukum,Positive,love
This Lenovo laptop did not meet my expectations,Negative,sad
Scared about overheating problem in this Apple TV long term use la problem varuma nu bayam camera performance sema,Negative,fear
i love mine. it’s my favourite machine ever. will only upgrade if they upgrade the display. the m4 chip is plenty strong. build quality konjam improve panna nalla irukum battery backup romba nalla iruku,Positive,love
This Apple laptop exceeded my expectations,Positive,joy
I am really happy with this Sony laptop camera quality,Positive,joy
Expected more from this HP laptop but disappointed not satisfied with this device konjam disappointed,Negative,sad
Totally in love with this LG laptop display not satisfied with this device,Positive,love
Risky purchase decision choosing this HP mobile long term use la problem varuma nu bayam design super ah iruku,Negative,fear
Scared about overheating problem in this Dell TV design super ah iruku,Negative,fear
I feel sad about the camera performance of this OnePlus mobile battery backup romba nalla iruku,Negative,sad
"that was a good review, thanks.",Positive,joy
Scared about overheating problem in this Sony mobile,Negative,fear
Very poor build quality from Lenovo laptop,Negative,anger
Sound quality of this Dell mobile is not good battery backup romba nalla iruku seriously impressed,Negative,sad
Build quality feels cheap in this LG TV,Negative,sad
"if that was only true that the charger was available in south africa, which is also only an optional extra. because i am was an asus user, okay it is running in the background, and new to the macbook arena, i decided on a sky blue 13"" macbook air m4, which i got for a christmas present. binge watching and checking if the present i bought my sister for her birthday / christmas / work present was the macbook pro m4 14"" because her old intel macbook pro didn't have the magsafe. i'm finding that i type fast and was literally no adjustment to the typing, but the shortcuts which was my favorite on windows products, but this will be a learning curve, and a challenge to learn it as fast as possible, before i start studying computer science. and don't tell me, being older makes this a problem, i love a challenge and would strive and thrive to better than the children, as life experiences has taught me studying anything, you should want to prove something to yourself and want to learn that field for your betterment. luckily i'm not technologically stinted. the question would be, what will i struggle with on the base m4 air. build quality konjam improve panna nalla irukum",Positive,love
all samsung update super but still no new battery technology is disappointed,Neutral,sad
Heating issue in this Redmi laptop makes me angry,Negative,anger
Sound quality of this Dell mobile is not good battery backup romba nalla iruku design super ah iruku,Negative,sad
Expected more from this Dell mobile but disappointed camera performance sema,Negative,sad
isn’t the new snapdragon x2 faster ?,Positive,joy
Heating issue in this OnePlus TV makes me angry long term use la problem varuma nu bayam,Negative,anger
Highly satisfied and love using this Redmi mobile,Positive,love
Scared about overheating problem in this HP mobile,Negative,fear
"ungala naan ennamo nenachen bro , aana neenga oru dubakooru nu proof pannitinga 1. iqoo neo 10r , poco x7 pro, poco f7 pro , mi 14pro+, rm 14pro+ , oppo 13pro all these mobiles are better than samsung a56 and a36 , insense of both price , processor and battery camera 2. a36 mokka mobile , no charger provided , low ip rating 3. battery no s/i tech , poor camera performance ippadi ethuvume illatha mobile ku ivalavu build up thara , kaasu thantha samsung ** kooda thimpiya 😂😂",Negative,sad
Highly satisfied and love using this Dell TV romba happy with this design super ah iruku,Positive,love
very nice x3 i am also very interested how you would present the poco m8 pro 5g,Positive,joy
Expected more from this Dell laptop but disappointed battery backup romba nalla iruku,Negative,sad
Concerned about durability of this Apple laptop konjam disappointed build quality konjam improve panna nalla irukum,Negative,fear
Totally in love with this HP laptop display konjam disappointed battery backup romba nalla iruku,Positive,love
I feel sad about the camera performance of this LG laptop totally worth the price,Negative,sad
Battery drains fast in this Dell TV waste of money not satisfied with this device,Negative,anger
#supertt#askmrtt இவன் வர வர ஒன்றுக்கும் இல்லை,Positive,joy
Very poor build quality from OnePlus mobile,Negative,anger
"boring is good, showing it has reached its peak.",Positive,joy
Expected more from this Dell TV but disappointed design super ah iruku,Negative,sad
Totally in love with this HP laptop display konjam disappointed,Positive,love
Totally in love with this Dell laptop display battery backup romba nalla iruku,Positive,love
Expected more from this Samsung laptop but disappointed,Negative,sad
This Redmi mobile did not meet my expectations konjam disappointed,Negative,sad
This HP laptop exceeded my expectations,Positive,joy
Expected more from this Lenovo laptop but disappointed long term use la problem varuma nu bayam,Negative,sad
Risky purchase decision choosing this Samsung laptop camera performance sema,Negative,fear
"i'm still using my macbook air m1 , and i'm a masters student in cybersec. base model good old macbook air m1. completed my computer science engineering undergrad with it and now onto my master's. still no lag no battery issues all runs great.",Neutral,joy
Battery drains fast in this OnePlus laptop waste of money,Negative,anger
Highly satisfied and love using this LG TV,Positive,love
Not sure if this Apple mobile will last long camera performance sema,Negative,fear
"leaks me p4 power ke design aur colour variants ka look kaafi attractive lag raha hai, redmi note 15 pro se zyada stylish camera performance sema",Negative,anger
I am worried about long term performance of this OnePlus TV seriously impressed,Negative,fear
Build quality feels cheap in this LG laptop seriously impressed design super ah iruku design super ah iruku,Negative,sad
Totally in love with this Dell laptop display,Positive,love
Build quality feels cheap in this Redmi laptop seriously impressed,Negative,sad
Risky purchase decision choosing this Redmi laptop camera performance sema camera performance sema,Negative,fear
Heating issue in this Apple mobile makes me angry,Negative,anger
i have the redmi note 14 pro 5g and i love the curved display. much easier to handle and slips easily into my jeans pocket.. the only negative thing about the phone is that the cameras are not that good. the pictures come out bluish.,Positive,joy
This OnePlus laptop performance is terrible battery backup romba nalla iruku,Negative,anger
still loving my macbook pro m1 love my macbook and love the design of it 😊 let’s see how it will look like next year :) 🫢,Positive,love
show the settings for the game benchmarks otherwise this video is useless. not satisfied with this device,Negative,anger
naan samsung galaxy m33 5g use panniran 1.5year but lag pansam illa build quality konjam improve panna nalla irukum,Negative,anger
motherboard problem varum nu sethu sollunga build quality konjam improve panna nalla irukum,Negative,anger
Dell mobile performance is amazing and super smooth,Positive,joy
Concerned about durability of this LG TV seriously impressed,Negative,fear
i love mine. it’s my favourite machine ever. will only upgrade if they upgrade the display. the m4 chip is plenty strong.,Positive,love
Concerned about durability of this Dell mobile,Negative,fear
Highly satisfied and love using this Samsung laptop romba happy with this build quality konjam improve panna nalla irukum,Positive,love
I am really happy with this OnePlus TV camera quality,Positive,joy
Scared about overheating problem in this OnePlus TV,Negative,fear
Risky purchase decision choosing this LG laptop,Negative,fear
I feel sad about the camera performance of this LG laptop,Negative,sad
Risky purchase decision choosing this Dell TV not satisfied with this device camera performance sema,Negative,fear
redmi mobiles few years process big drop and process downgrade always dummy redmi brother #super mr tt,Positive,joy
Highly satisfied and love using this Apple laptop battery backup romba nalla iruku battery backup romba nalla iruku,Positive,love
Totally in love with this Samsung mobile display seriously impressed,Positive,love
Expected more from this Dell TV but disappointed seriously impressed,Negative,sad
This Apple mobile performance is terrible not satisfied with this device,Negative,anger
Expected more from this Redmi laptop but disappointed totally worth the price,Negative,sad
This Redmi TV is my favorite device now,Positive,love
Very poor build quality from LG laptop battery backup romba nalla iruku seriously impressed design super ah iruku,Negative,anger
bwesit mga blogger ngayon wag nyo ipapahype mga cellphone na yan..nanaka disappoint talaga not satisfied with this device,Negative,anger
Build quality feels cheap in this Apple mobile,Negative,sad
Heating issue in this Samsung laptop makes me angry,Negative,anger
Sound quality of this Lenovo mobile is not good not satisfied with this device,Negative,sad
Risky purchase decision choosing this Lenovo laptop totally worth the price seriously impressed,Negative,fear
Totally in love with this Redmi mobile display not satisfied with this device,Positive,love
Build quality feels cheap in this LG laptop,Negative,sad
always wanted the 16in mbp. my current job gave one for work and what i can say is i now want a 15in air. the 16in mbp is so heavy and uncomfortable to carry around even at home. my only concern would be the air’s screen. 16in mbp’s screen is fantastic. hope they can make it brighter,Positive,joy
I feel sad about the camera performance of this Sony laptop,Negative,sad
I am worried about long term performance of this Redmi mobile long term use la problem varuma nu bayam seriously impressed,Negative,fear
This Redmi laptop did not meet my expectations konjam disappointed seriously impressed,Negative,sad
Battery backup in this Redmi laptop is excellent,Positive,joy
Sound quality of this Apple laptop is not good totally worth the price totally worth the price,Negative,sad
Sound quality of this Lenovo TV is not good,Negative,sad
Very poor build quality from LG laptop battery backup romba nalla iruku romba happy with this,Negative,anger
"i think it's fantastic that you no longer have to buy the crappy, bulky apple power adapters. macbooks without power adapters have become €100 cheaper in germany. for that money, you can buy high-quality power adapters from anker or other brands. win win. if you don't need it you save a lot of money, if you do need it you can buy a much better power supply for the same price or less.",Positive,joy
Sound quality of this Apple mobile is not good long term use la problem varuma nu bayam,Negative,sad
Concerned about durability of this Samsung laptop,Negative,fear
I feel sad about the camera performance of this Dell laptop romba happy with this,Negative,sad
Sound quality of this LG mobile is not good totally worth the price,Negative,sad
"thanks for the review ! i am choosing a laptop for my daughter who is studying art/illustration. i'm inclined towards the air due to its lightness and portability. backpack weight adds up quickly for an art student. but i'm not sure if she'll be limited by throttling. she'll be using the adobe creative suite mostly and toon boom 3d animation program. is the air a good investment or should i just forget and jump to the pro? also, is the 13,6"" air sufficient for ps/ai stuff considering she also has the ipad pro tablet (i think 12.5"") that she'll be using with the sidecar feature as a second screen so she can actually use her pencil?",Positive,joy
Highly satisfied and love using this Redmi laptop battery backup romba nalla iruku battery backup romba nalla iruku,Positive,love
Risky purchase decision choosing this Apple laptop build quality konjam improve panna nalla irukum,Negative,fear
Build quality feels cheap in this OnePlus laptop totally worth the price,Negative,sad
I feel sad about the camera performance of this LG mobile,Negative,sad
i purchased the midnight 15 inch model. i love it!,Positive,love
"i still have a 16"" core i9 macbook pro.. it's still fast and hasn't put a foot wrong.",Positive,joy
Scared about overheating problem in this Apple TV long term use la problem varuma nu bayam,Negative,fear
Love the premium feel of this LG mobile design super ah iruku totally worth the price,Positive,love
i bought samsung m35 seeing your review. phone is excellent camera performance sema,Positive,joy
Love the premium feel of this Sony mobile long term use la problem varuma nu bayam,Positive,love
Highly satisfied and love using this Redmi laptop not satisfied with this device build quality konjam improve panna nalla irukum,Positive,love
Very poor build quality from HP mobile battery backup romba nalla iruku,Negative,anger
Risky purchase decision choosing this Dell TV not satisfied with this device konjam disappointed,Negative,fear
Scared about overheating problem in this Lenovo TV design super ah iruku,Negative,fear
#supertt samsung bugdet phone waste bro 😒❤❤ camera performance sema,Neutral,sad
Highly satisfied and love using this Apple laptop seriously impressed totally worth the price,Positive,love
Heating issue in this LG laptop makes me angry,Negative,anger
Scared about overheating problem in this OnePlus TV konjam disappointed camera performance sema,Negative,fear
"i have m2 air. and it works really well, my only issue is that it only supports 1 screen! romba happy with this not satisfied with this device build quality konjam improve panna nalla irukum",Negative,anger
I am really happy with this LG TV camera quality,Positive,joy
